coord,weather,base,main,wind,rain,clouds,dt,sys,timezone,id,name,cod
"{'lon': 26.92, 'lat': -6.05}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",model,"{'temp': 78.78, 'pressure': 1007, 'humidity': 77, 'temp_min': 78.78, 'temp_max': 78.78, 'sea_level': 1007, 'grnd_level': 942}","{'speed': 2.73, 'deg': 296}",,{'all': 15},1571760255,"{'country': 'CD', 'sunrise': 1571716117, 'sunset': 1571760288}",7200,215668,Kabalo,200
"{'lon': 28.57, 'lat': 60.63}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 49.64, 'pressure': 989, 'humidity': 94, 'temp_min': 48.99, 'temp_max': 51.01}","{'speed': 5.99, 'deg': 225, 'gust': 10}",{'3h': 0.25},{'all': 100},1571760257,"{'type': 3, 'id': 19416, 'country': 'RU', 'sunrise': 1571720579, 'sunset': 1571755033}",10800,469995,Vysotsk,200
"{'lon': -109.94, 'lat': 52.34}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",model,"{'temp': 34.2, 'pressure': 1011, 'humidity': 74, 'temp_min': 34.2, 'temp_max': 34.2, 'sea_level': 1011, 'grnd_level': 932}","{'speed': 7.85, 'deg': 142}",,{'all': 38},1571760259,"{'country': 'CA', 'sunrise': 1571752622, 'sunset': 1571789468}",-21600,6063429,Macklin,200
"{'lon': -13.05, 'lat': 20.52}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",model,"{'temp': 90.41, 'pressure': 1010, 'humidity': 17, 'temp_min': 90.41, 'temp_max': 90.41, 'sea_level': 1010, 'grnd_level': 967}","{'speed': 9.06, 'deg': 35}",,{'all': 33},1571760260,"{'country': 'MR', 'sunrise': 1571726974, 'sunset': 1571768614}",0,2381334,Atar,200
"{'lon': 56.81, 'lat': 31.27}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,"{'temp': 58.95, 'pressure': 1017, 'humidity': 33, 'temp_min': 58.95, 'temp_max': 58.95, 'sea_level': 1017, 'grnd_level': 884}","{'speed': 1.83, 'deg': 353}",,{'all': 0},1571760261,"{'country': 'IR', 'sunrise': 1571710801, 'sunset': 1571751258}",12600,118704,Ravar,200
"{'lon': 29.88, 'lat': -27.36}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",model,"{'temp': 62.44, 'pressure': 1012, 'humidity': 62, 'temp_min': 62.44, 'temp_max': 62.44, 'sea_level': 1012, 'grnd_level': 846}","{'speed': 11.39, 'deg': 47}",{'3h': 0.44},{'all': 33},1571760263,"{'country': 'ZA', 'sunrise': 1571714287, 'sunset': 1571760697}",7200,943032,Volksrust,200
"{'lon': 112.33, 'lat': -6.9}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",model,"{'temp': 78.15, 'pressure': 1011, 'humidity': 80, 'temp_min': 78.15, 'temp_max': 78.15, 'sea_level': 1011, 'grnd_level': 1009}","{'speed': 5.17, 'deg': 199}",,{'all': 72},1571760263,"{'country': 'ID', 'sunrise': 1571695583, 'sunset': 1571739829}",25200,1633442,Paciran,200
"{'lon': 114.09, 'lat': 71.97}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,"{'temp': 8.22, 'pressure': 1019, 'humidity': 90, 'temp_min': 8.22, 'temp_max': 8.22, 'sea_level': 1019, 'grnd_level': 1008}","{'speed': 10.98, 'deg': 249}",,{'all': 2},1571760264,"{'country': 'RU', 'sunrise': 1571790247, 'sunset': 1571817102}",32400,2017155,Saskylakh,200
"{'lon': -60.23, 'lat': -38.31}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",model,"{'temp': 52.52, 'pressure': 1012, 'humidity': 65, 'temp_min': 52.52, 'temp_max': 52.52, 'sea_level': 1012, 'grnd_level': 1003}","{'speed': 16.75, 'deg': 260}",,{'all': 100},1571760080,"{'country': 'AR', 'sunrise': 1571735132, 'sunset': 1571783100}",-10800,3833859,Barrow,200
"{'lon': -60.44, 'lat': -26.79}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,"{'temp': 75.96, 'pressure': 1016, 'humidity': 42, 'temp_min': 75.96, 'temp_max': 75.96, 'sea_level': 1016, 'grnd_level': 1006}","{'speed': 4.45, 'deg': 80}",,{'all': 0},1571760258,"{'country': 'AR', 'sunrise': 1571735985, 'sunset': 1571782348}",-10800,3840300,Presidencia Roque Saenz Pena,200
"{'lon': 86.65, 'lat': 24.51}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",model,"{'temp': 73.63, 'pressure': 1010, 'humidity': 61, 'temp_min': 73.63, 'temp_max': 73.63, 'sea_level': 1010, 'grnd_level': 978}","{'speed': 5.12, 'deg': 293}",,{'all': 13},1571760268,"{'country': 'IN', 'sunrise': 1571703249, 'sunset': 1571744488}",19800,1269175,Jasidih,200
"{'lon': 36.95, 'lat': -0.55}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 62.01, 'pressure': 1007, 'humidity': 81, 'temp_min': 62.01, 'temp_max': 62.01}","{'speed': 5.01, 'deg': 42, 'gust': 13}",{'3h': 1},{'all': 17},1571760268,"{'type': 3, 'id': 2006176, 'country': 'KE', 'sunrise': 1571713967, 'sunset': 1571757624}",10800,181735,Othaya,200
"{'lon': -35.15, 'lat': -8.9}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,"{'temp': 78.37, 'pressure': 1012, 'humidity': 71, 'temp_min': 78.37, 'temp_max': 78.37, 'sea_level': 1012, 'grnd_level': 1012}","{'speed': 12.59, 'deg': 51}",,{'all': 0},1571760269,"{'country': 'BR', 'sunrise': 1571730874, 'sunset': 1571775321}",-10800,3388456,Sao Jose da Coroa Grande,200
"{'lon': -49.26, 'lat': -8.26}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",model,"{'temp': 88.18, 'pressure': 1010, 'humidity': 56, 'temp_min': 88.18, 'temp_max': 88.18, 'sea_level': 1010, 'grnd_level': 988}","{'speed': 6.51, 'deg': 220}",{'3h': 2.56},{'all': 100},1571760269,"{'country': 'BR', 'sunrise': 1571734290, 'sunset': 1571778677}",-10800,3401845,Conceicao do Araguaia,200
"{'lon': 161.92, 'lat': -10.46}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 76.93, 'pressure': 1009, 'humidity': 86, 'temp_min': 76.93, 'temp_max': 76.93, 'sea_level': 1009, 'grnd_level': 988}","{'speed': 14.38, 'deg': 124}",,{'all': 100},1571760271,"{'country': 'SB', 'sunrise': 1571769890, 'sunset': 1571814503}",39600,2178753,Kirakira,200
"{'lon': -5.16, 'lat': 57.9}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 55.53, 'pressure': 1006, 'humidity': 83, 'temp_min': 54, 'temp_max': 57}","{'speed': 11.99, 'deg': 225, 'gust': 21.99}",{'3h': 0.13},{'all': 100},1571760272,"{'type': 3, 'id': 2010322, 'country': 'GB', 'sunrise': 1571728213, 'sunset': 1571763588}",3600,2635199,Ullapool,200
"{'lon': -86.92, 'lat': 14.68}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",model,"{'temp': 69.31, 'pressure': 1015, 'humidity': 87, 'temp_min': 69.31, 'temp_max': 69.31, 'sea_level': 1015, 'grnd_level': 912}","{'speed': 1.72, 'deg': 170}",,{'all': 99},1571760274,"{'country': 'HN', 'sunrise': 1571744414, 'sunset': 1571786628}",-21600,3609418,San Cristobal,200
"{'lon': 66.31, 'lat': 26.23}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,"{'temp': 87.53, 'pressure': 1010, 'humidity': 28, 'temp_min': 87.53, 'temp_max': 87.53, 'sea_level': 1010, 'grnd_level': 998}","{'speed': 6.55, 'deg': 120}",,{'all': 0},1571760275,"{'country': 'PK', 'sunrise': 1571708227, 'sunset': 1571749272}",18000,1182998,Bela,200
"{'lon': 116.17, 'lat': 32.07}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 67.08, 'pressure': 1018, 'humidity': 45, 'temp_min': 67.08, 'temp_max': 67.08, 'sea_level': 1018, 'grnd_level': 1012}","{'speed': 3.71, 'deg': 98}",,{'all': 100},1571760276,"{'country': 'CN', 'sunrise': 1571783043, 'sunset': 1571823309}",28800,1790885,Changji,200
"{'lon': 145.57, 'lat': 43.32}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 56.7, 'pressure': 1021, 'humidity': 83, 'temp_min': 56.7, 'temp_max': 56.7, 'sea_level': 1021, 'grnd_level': 1022}","{'speed': 11.9, 'deg': 178}",,{'all': 100},1571760277,"{'country': 'JP', 'sunrise': 1571776809, 'sunset': 1571815431}",32400,2128975,Nemuro,200
"{'lon': -12.83, 'lat': 10.08}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",model,"{'temp': 84.36, 'pressure': 1007, 'humidity': 65, 'temp_min': 84.36, 'temp_max': 84.36, 'sea_level': 1007, 'grnd_level': 958}","{'speed': 5.59, 'deg': 283}",{'3h': 1.06},{'all': 43},1571760281,"{'country': 'GN', 'sunrise': 1571726408, 'sunset': 1571769074}",0,2419533,Galle,200
"{'lon': 122.67, 'lat': 11}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",model,"{'temp': 74.97, 'pressure': 1009, 'humidity': 86, 'temp_min': 74.97, 'temp_max': 74.97, 'sea_level': 1009, 'grnd_level': 993}","{'speed': 5.14, 'deg': 340}",,{'all': 74},1571760282,"{'country': 'PH', 'sunrise': 1571780337, 'sunset': 1571822894}",28800,1714733,Dingle,200
"{'lon': 95.32, 'lat': 5.56}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 74.77, 'pressure': 1010, 'humidity': 92, 'temp_min': 74.77, 'temp_max': 74.77, 'sea_level': 1010, 'grnd_level': 989}","{'speed': 2.01, 'deg': 191}",,{'all': 100},1571760283,"{'country': 'ID', 'sunrise': 1571700241, 'sunset': 1571743335}",25200,1215502,Banda Aceh,200
"{'lon': 94.8, 'lat': 28.17}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 60.89, 'pressure': 1015, 'humidity': 96, 'temp_min': 60.89, 'temp_max': 60.89, 'sea_level': 1015, 'grnd_level': 927}","{'speed': 3.6, 'deg': 342}",,{'all': 100},1571760284,"{'country': 'IN', 'sunrise': 1571701496, 'sunset': 1571742329}",19800,1278969,Along,200
"{'lon': 16.14, 'lat': 29.16}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,"{'temp': 81.63, 'pressure': 1016, 'humidity': 25, 'temp_min': 81.63, 'temp_max': 81.63, 'sea_level': 1016, 'grnd_level': 981}","{'speed': 4.12, 'deg': 4}",,{'all': 0},1571760285,"{'country': 'LY', 'sunrise': 1571720440, 'sunset': 1571761138}",7200,2209055,Waddan,200
"{'lon': -54.34, 'lat': -34.48}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",model,"{'temp': 66.65, 'pressure': 1015, 'humidity': 57, 'temp_min': 66.65, 'temp_max': 66.65, 'sea_level': 1015, 'grnd_level': 1001}","{'speed': 12.62, 'deg': 264}",{'3h': 0.13},{'all': 0},1571760285,"{'country': 'UY', 'sunrise': 1571734012, 'sunset': 1571781393}",-10800,3440777,Rocha,200
"{'lon': -57.52, 'lat': 6.25}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",model,"{'temp': 88, 'pressure': 1011, 'humidity': 60, 'temp_min': 88, 'temp_max': 88, 'sea_level': 1011, 'grnd_level': 1010}","{'speed': 4.76, 'deg': 56}",{'3h': 1},{'all': 55},1571760285,"{'country': 'GY', 'sunrise': 1571736954, 'sunset': 1571779977}",-14400,3376762,New Amsterdam,200
"{'lon': -70.22, 'lat': 11.61}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,"{'temp': 84.13, 'pressure': 1012, 'humidity': 62, 'temp_min': 84.13, 'temp_max': 84.13, 'sea_level': 1012, 'grnd_level': 1011}","{'speed': 11.39, 'deg': 70}",,{'all': 3},1571760286,"{'country': 'VE', 'sunrise': 1571740256, 'sunset': 1571782771}",-14400,3629614,Punta Cardon,200
"{'lon': -108.41, 'lat': 49.65}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",model,"{'temp': 34.48, 'pressure': 1012, 'humidity': 70, 'temp_min': 34.48, 'temp_max': 34.48, 'sea_level': 1012, 'grnd_level': 900}","{'speed': 7.4, 'deg': 203}",,{'all': 61},1571760287,"{'country': 'CA', 'sunrise': 1571751947, 'sunset': 1571789409}",-21600,6145425,Shaunavon,200
"{'lon': -49.95, 'lat': -24.53}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 79, 'pressure': 1011, 'humidity': 66, 'temp_min': 79, 'temp_max': 79}","{'speed': 3, 'deg': 270, 'gust': 5.01}",,{'all': 85},1571760113,"{'type': 3, 'id': 2000170, 'country': 'BR', 'sunrise': 1571733604, 'sunset': 1571779694}",-10800,3453622,Pirai do Sul,200
"{'lon': -1.08, 'lat': 6.8}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",model,"{'temp': 87.37, 'pressure': 1006, 'humidity': 63, 'temp_min': 87.37, 'temp_max': 87.37, 'sea_level': 1006, 'grnd_level': 989}","{'speed': 3.47, 'deg': 28}",,{'all': 90},1571760288,"{'country': 'GH', 'sunrise': 1571723434, 'sunset': 1571766409}",0,2305537,Agogo,200
"{'lon': 46.47, 'lat': 14.4}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 78.12, 'pressure': 1011, 'humidity': 27, 'temp_min': 78.12, 'temp_max': 78.12, 'sea_level': 1011, 'grnd_level': 884}","{'speed': 7.7, 'deg': 98}",,{'all': 91},1571760289,"{'country': 'YE', 'sunrise': 1571712381, 'sunset': 1571754640}",10800,72181,Marzuq,200
"{'lon': -169.92, 'lat': -19.06}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 73.4, 'pressure': 1013, 'humidity': 94, 'temp_min': 73.4, 'temp_max': 73.4}","{'speed': 4.7, 'deg': 130}",{'3h': 0.5},{'all': 3},1571760289,"{'type': 1, 'id': 7306, 'country': 'NU', 'sunrise': 1571762689, 'sunset': 1571808188}",-39600,4036284,Alofi,200
"{'lon': 102.29, 'lat': -0.42}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 74.82, 'pressure': 1010, 'humidity': 95, 'temp_min': 74.82, 'temp_max': 74.82, 'sea_level': 1010, 'grnd_level': 1006}","{'speed': 1.88, 'deg': 35}",,{'all': 91},1571760290,"{'country': 'ID', 'sunrise': 1571698293, 'sunset': 1571741937}",25200,1642773,Japura,200
"{'lon': -24.5, 'lat': 14.9}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,"{'temp': 78.42, 'pressure': 1013, 'humidity': 72, 'temp_min': 78.42, 'temp_max': 78.42, 'sea_level': 1013, 'grnd_level': 993}","{'speed': 23.13, 'deg': 48}",,{'all': 0},1571760294,"{'country': 'CV', 'sunrise': 1571729441, 'sunset': 1571771642}",-3600,3374210,Sao Filipe,200
"{'lon': 15.91, 'lat': -0.49}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",model,"{'temp': 79.72, 'pressure': 1006, 'humidity': 89, 'temp_min': 79.72, 'temp_max': 79.72, 'sea_level': 1006, 'grnd_level': 968}","{'speed': 3.91, 'deg': 197}",{'3h': 4.25},{'all': 97},1571760297,"{'country': 'CG', 'sunrise': 1571719019, 'sunset': 1571762670}",3600,2255542,Owando,200
"{'lon': 140.4, 'lat': -8.49}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 78.57, 'pressure': 1010, 'humidity': 76, 'temp_min': 78.57, 'temp_max': 78.57, 'sea_level': 1010, 'grnd_level': 1009}","{'speed': 11.5, 'deg': 116}",,{'all': 87},1571760298,"{'country': 'ID', 'sunrise': 1571775150, 'sunset': 1571819572}",32400,2082539,Merauke,200
"{'lon': 103.02, 'lat': 29.38}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 48.16, 'pressure': 1016, 'humidity': 99, 'temp_min': 48.16, 'temp_max': 48.16, 'sea_level': 1016, 'grnd_level': 785}","{'speed': 2.84, 'deg': 54}",,{'all': 100},1571760299,"{'country': 'CN', 'sunrise': 1571786033, 'sunset': 1571826630}",28800,1808345,Wuchi,200
"{'lon': -67, 'lat': -7.71}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",model,"{'temp': 87.87, 'pressure': 1012, 'humidity': 55, 'temp_min': 87.87, 'temp_max': 87.87, 'sea_level': 1012, 'grnd_level': 996}","{'speed': 3.76, 'deg': 76}",,{'all': 99},1571760299,"{'country': 'BR', 'sunrise': 1571738573, 'sunset': 1571782908}",-14400,3662927,Pauini,200
"{'lon': -15.24, 'lat': 13.61}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,"{'temp': 98.51, 'pressure': 1007, 'humidity': 23, 'temp_min': 98.51, 'temp_max': 98.51, 'sea_level': 1007, 'grnd_level': 1003}","{'speed': 7.47, 'deg': 344}",,{'all': 5},1571760299,"{'country': 'GM', 'sunrise': 1571727156, 'sunset': 1571769483}",0,2412199,Papa,200
"{'lon': 143.35, 'lat': 44.35}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",model,"{'temp': 53.69, 'pressure': 1021, 'humidity': 77, 'temp_min': 53.69, 'temp_max': 53.69, 'sea_level': 1021, 'grnd_level': 1020}","{'speed': 4.23, 'deg': 230}",,{'all': 68},1571760300,"{'country': 'JP', 'sunrise': 1571777433, 'sunset': 1571815873}",32400,2129163,Mombetsu,200
"{'lon': 108.01, 'lat': 61.28}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",model,"{'temp': 19.76, 'pressure': 1029, 'humidity': 78, 'temp_min': 19.76, 'temp_max': 19.76, 'sea_level': 1029, 'grnd_level': 988}","{'speed': 4.97, 'deg': 210}",,{'all': 47},1571760302,"{'country': 'RU', 'sunrise': 1571788165, 'sunset': 1571822103}",28800,2012956,Yerbogachen,200
"{'lon': 89.52, 'lat': 22.7}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",model,"{'temp': 77.67, 'pressure': 1009, 'humidity': 85, 'temp_min': 77.67, 'temp_max': 77.67, 'sea_level': 1009, 'grnd_level': 1009}","{'speed': 1.95, 'deg': 211}",{'3h': 0.63},{'all': 87},1571760302,"{'country': 'BD', 'sunrise': 1571702464, 'sunset': 1571743896}",21600,1191139,Phultala,200
"{'lon': -72.13, 'lat': 2.89}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",model,"{'temp': 84.51, 'pressure': 1011, 'humidity': 71, 'temp_min': 84.51, 'temp_max': 84.51, 'sea_level': 1011, 'grnd_level': 989}","{'speed': 2.48, 'deg': 53}",{'3h': 3.63},{'all': 44},1571760303,"{'country': 'CO', 'sunrise': 1571740304, 'sunset': 1571783640}",-18000,3792394,Mapiripan,200
"{'lon': 48.28, 'lat': 59.85}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 32.61, 'pressure': 1017, 'humidity': 78, 'temp_min': 32.61, 'temp_max': 32.61, 'sea_level': 1017, 'grnd_level': 996}","{'speed': 6.06, 'deg': 261}",,{'all': 100},1571760306,"{'country': 'RU', 'sunrise': 1571715697, 'sunset': 1571750456}",10800,515175,Oparino,200
"{'lon': 71.27, 'lat': 32.16}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,"{'temp': 81.57, 'pressure': 1008, 'humidity': 27, 'temp_min': 81.57, 'temp_max': 81.57, 'sea_level': 1008, 'grnd_level': 987}","{'speed': 1.61, 'deg': 123}",,{'all': 1},1571760306,"{'country': 'PK', 'sunrise': 1571707384, 'sunset': 1571747735}",18000,1175180,Kalur Kot,200
"{'lon': 150.8, 'lat': -2.57}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",model,"{'temp': 84.2, 'pressure': 1007, 'humidity': 74, 'temp_min': 84.2, 'temp_max': 84.2, 'sea_level': 1007, 'grnd_level': 1007}","{'speed': 17.87, 'deg': 116}",{'3h': 2.69},{'all': 88},1571760307,"{'country': 'PG', 'sunrise': 1571772940, 'sunset': 1571816790}",36000,2094342,Kavieng,200
"{'lon': 125.41, 'lat': -8.93}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",model,"{'temp': 64.89, 'pressure': 1011, 'humidity': 27, 'temp_min': 64.89, 'temp_max': 64.89, 'sea_level': 1011, 'grnd_level': 906}","{'speed': 4.29, 'deg': 48}",,{'all': 79},1571760307,"{'country': 'TL', 'sunrise': 1571778725, 'sunset': 1571823191}",32400,1651810,Airai,200
"{'lon': -56.15, 'lat': 72.79}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",model,"{'temp': 16.05, 'pressure': 1027, 'humidity': 50, 'temp_min': 16.05, 'temp_max': 16.05, 'sea_level': 1027, 'grnd_level': 1025}","{'speed': 8.88, 'deg': 103}",,{'all': 100},1571760308,"{'country': 'GL', 'sunrise': 1571745008, 'sunset': 1571771266}",-7200,3418910,Upernavik,200
"{'lon': 96.11, 'lat': 52.47}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 16.7, 'pressure': 1039, 'humidity': 58, 'temp_min': 16.7, 'temp_max': 16.7, 'sea_level': 1039, 'grnd_level': 900}","{'speed': 2.73, 'deg': 143}",,{'all': 99},1571760309,"{'country': 'RU', 'sunrise': 1571703124, 'sunset': 1571740073}",25200,1489401,Toora-Khem,200
"{'lon': 44.32, 'lat': 15.17}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 66.16, 'pressure': 1013, 'humidity': 19, 'temp_min': 66.16, 'temp_max': 66.16, 'sea_level': 1013, 'grnd_level': 775}","{'speed': 15.61, 'deg': 76}",,{'all': 95},1571760313,"{'country': 'YE', 'sunrise': 1571712935, 'sunset': 1571755119}",10800,70979,Sayyan,200
"{'lon': 142.95, 'lat': 53.59}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",model,"{'temp': 35.33, 'pressure': 1010, 'humidity': 81, 'temp_min': 35.33, 'temp_max': 35.33, 'sea_level': 1010, 'grnd_level': 1007}","{'speed': 9.89, 'deg': 228}",,{'all': 21},1571760313,"{'country': 'RU', 'sunrise': 1571778519, 'sunset': 1571814979}",39600,2122614,Okha,200
"{'lon': 11.96, 'lat': 11.75}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",model,"{'temp': 96.93, 'pressure': 1005, 'humidity': 22, 'temp_min': 96.93, 'temp_max': 96.93, 'sea_level': 1005, 'grnd_level': 957}","{'speed': 8.37, 'deg': 54}",,{'all': 69},1571760314,"{'country': 'NG', 'sunrise': 1571720538, 'sunset': 1571763047}",3600,2345521,Damaturu,200
"{'lon': 26.19, 'lat': 59.1}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 51.28, 'pressure': 1011, 'humidity': 90, 'temp_min': 51.28, 'temp_max': 51.28, 'sea_level': 1011, 'grnd_level': 999}","{'speed': 12.88, 'deg': 243}",,{'all': 100},1571760315,"{'country': 'EE', 'sunrise': 1571720876, 'sunset': 1571755879}",10800,588365,Vao,200
"{'lon': 45.76, 'lat': 64.9}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 29.82, 'pressure': 1006, 'humidity': 85, 'temp_min': 29.82, 'temp_max': 29.82, 'sea_level': 1006, 'grnd_level': 998}","{'speed': 8.05, 'deg': 202}",,{'all': 99},1571760317,"{'country': 'RU', 'sunrise': 1571717388, 'sunset': 1571749975}",10800,535839,Leshukonskoye,200
"{'lon': 103.21, 'lat': 35.6}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 45.97, 'pressure': 1015, 'humidity': 55, 'temp_min': 45.97, 'temp_max': 45.97, 'sea_level': 1015, 'grnd_level': 765}","{'speed': 2.48, 'deg': 269}",,{'all': 100},1571760317,"{'country': 'CN', 'sunrise': 1571786389, 'sunset': 1571826182}",28800,1803331,Linxia,200
"{'lon': 174.08, 'lat': -39.06}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 45.64, 'pressure': 994, 'humidity': 87, 'temp_min': 44.01, 'temp_max': 46.99}","{'speed': 11.99, 'deg': 259, 'gust': 25.01}",{'3h': 2.38},{'all': 100},1571760185,"{'type': 3, 'id': 2020402, 'country': 'NZ', 'sunrise': 1571765208, 'sunset': 1571813349}",46800,2186239,New Plymouth,200
"{'lon': -51.99, 'lat': -6.64}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",model,"{'temp': 83.16, 'pressure': 1011, 'humidity': 78, 'temp_min': 83.16, 'temp_max': 83.16, 'sea_level': 1011, 'grnd_level': 982}","{'speed': 4.21, 'deg': 266}",{'3h': 4.25},{'all': 98},1571760318,"{'country': 'BR', 'sunrise': 1571735023, 'sunset': 1571779254}",-10800,3388847,Sao Felix do Xingu,200
"{'lon': 12.77, 'lat': 26.59}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,"{'temp': 87.62, 'pressure': 1013, 'humidity': 24, 'temp_min': 87.62, 'temp_max': 87.62, 'sea_level': 1013, 'grnd_level': 952}","{'speed': 6.69, 'deg': 109}",,{'all': 0},1571760319,"{'country': 'LY', 'sunrise': 1571721102, 'sunset': 1571762094}",7200,2219235,Awbari,200
"{'lon': -77.61, 'lat': -11.1}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",model,"{'temp': 68.29, 'pressure': 1018, 'humidity': 57, 'temp_min': 68.29, 'temp_max': 68.29, 'sea_level': 1018, 'grnd_level': 966}","{'speed': 8.19, 'deg': 234}",,{'all': 12},1571760326,"{'country': 'PE', 'sunrise': 1571740954, 'sunset': 1571785620}",-18000,3939761,Hualmay,200
